series,network,Type,# Eps,Air Day,National Time,daypart,Run_time (min),Unique HHs,Total Hrs Viewed,Avg % Viewed
series270,network26,Cable,14,M T W R F,5:30 PM,earlyfringe,30,"1,060,407",321917.2336,58.90%
series81,network26,Cable,19,M T W R F,2:00 AM,overnight,30,"1,058,075",399268.3792,73.79%
series1353,network18,Broadcast,23,M T W R F S,7:00 PM,primeaccess,30,"1,055,013",162485.1575,59.66%
series381,network26,Cable,15,M T W R F,2:00 PM,daytime,30,"1,052,909",337755,63.00%
series81,network26,Cable,19,M T W R F,1:30 AM,latefringe,30,"1,037,744",384043.2683,72.49%
series387,network13,Broadcast,20,M T W R F,6:30 PM,earlyfringe,30,"1,035,918",341838.65,63.07%
series903,network33,Cable,24,M T W R F U,8:30 AM,earlymorning,29.75,"1,034,222",322787.3217,61.60%
series258,network13,Broadcast,3,M,8:00 PM,prime,60,"1,033,157",429456.9506,39.95%
series177,network32,Cable,7,M T W R F S U,4:30 PM,earlyfringe,30,"1,030,745",339981.4756,63.34%
series1255,network4,Broadcast,4,S,7:00 AM,earlymorning,120,"1,027,930",631981.2933,28.76%
series926,network5,Broadcast,3,R,10:01 PM,prime,59,"1,024,610",404079.0697,38.31%
series199,network32,Cable,5,M T W R F,7:00 PM,primeaccess,30,"1,017,225",352445.8242,65.07%
series307,network4,Broadcast,2,U,10:00 PM,prime,60,"1,009,858",544323.3242,49.84%
series29,network17,Cable,20,M T W R F,6:30 PM,earlyfringe,30,"1,009,116",286187.0333,55.91%
series837,network22,Cable,7,W R U,11:00 PM,latefringe,60,"1,008,260",520859.4294,49.03%
series1278,network5,Broadcast,1,S,7:00 PM,primeaccess,284,"1,007,553",989242.4272,18.07%
series387,network5,Broadcast,19,M T W R F,7:30 PM,primeaccess,30,"1,005,418",320403.6142,60.57%
series1096,network30,Cable,4,R,9:00 PM,prime,60,"997,124",532563.9364,50.66%
series1062,network11,Cable,5,T W U,11:00 PM,latefringe,90,"997,100",395367.9917,25.13%
series141,network17,Cable,20,M T W R F,5:00 PM,earlyfringe,30,"996,278",289911.1086,57.26%
series284,network13,Broadcast,4,R,8:00 PM,prime,30,"995,792",271053.8581,52.88%
series393,network32,Cable,20,M T W R F S U,3:00 AM,overnight,30,"995,598",361023.1458,70.94%
series314,network5,Broadcast,1,T,8:00 PM,prime,60,"991,953",469083.1175,43.51%
series1221,network13,Broadcast,4,R,9:00 PM,prime,30,"991,365",297334.1314,57.95%
series579,network34,Cable,8,S U,8:00 PM,prime,60,"990,529",423351.1947,40.92%
series680,network13,Broadcast,3,M S,9:00 PM,prime,60,"981,410",477698.8997,46.28%
series35,network17,Cable,20,M T W R F,5:30 PM,earlyfringe,30,"980,360",271404.9475,54.54%
series632,network5,Broadcast,24,M T W R F S,7:30 PM,primeaccess,30,"977,384",338656.8475,66.30%
series1353,network42,Cable,12,M T W F,7:30 PM,primeaccess,30,"971,025",289426.9658,58.17%
series393,network32,Cable,20,M T W R F S U,3:30 AM,overnight,30,"966,304",362907.7136,73.40%
series1264,network45,Cable,14,M T W R F,7:00 PM,primeaccess,60,"964,749",303952.2881,30.76%
series587,network32,Cable,6,S U,1:30 PM,daytime,30,"955,240",313272,63.00%
series717,network4,Broadcast,3,M,8:30 PM,prime,30,"954,518",301443.2553,60.55%
series824,network11,Cable,3,W F,10:30 PM,prime,150,"949,137",616600.5128,23.65%
series484,network32,Cable,14,M T W R F,1:00 AM,latefringe,30,"948,772",339333.0047,69.82%
series916,network26,Cable,20,M T W R F,8:00 AM,earlymorning,30,"947,412",314929.3622,64.92%
series39,network4,Broadcast,1,U,7:12 PM,primeaccess,60,"944,711",519503.3464,50.85%
series59,network13,Broadcast,24,M T W R F S,7:30 PM,primeaccess,30,"939,837",273471.815,56.35%
series681,network22,Cable,8,T R F S,11:00 PM,latefringe,60,"938,500",473436.1956,48.29%
series159,network26,Cable,20,M T W R F,6:30 AM,earlymorning,30,"936,340",299173.7589,62.57%
series894,network30,Cable,5,M R,8:30 PM,prime,30,"933,800",276329.6269,57.41%
series17,network11,Cable,2,R F,3:00 PM,daytime,270,"933,521",1109772,24.00%
series1307,network5,Broadcast,4,U,9:00 AM,daytime,60,"932,754",451432,46.00%
series573,network6,Cable,9,W F S,11:00 PM,latefringe,30,"932,238",259243.5694,54.18%
series536,network13,Broadcast,2,M,10:00 PM,prime,60,"931,104",502023.3275,50.28%
series416,network26,Cable,8,S U,10:30 PM,prime,30,"930,082",275229.2436,57.19%
series394,network28,Cable,13,T R F S U,10:30 PM,prime,30,"925,701",301601.5475,62.86%
series681,network22,Cable,10,M T U,5:00 PM,earlyfringe,60,"924,659",454854.5847,47.67%
series1423,network22,Cable,3,M,9:00 PM,prime,125,"920,993",782688.8164,36.42%
series662,network18,Broadcast,4,F,8:00 PM,prime,60,"918,309",392703.1422,41.13%
series1393,network4,Broadcast,23,M T W R F S,7:00 PM,primeaccess,30,"917,060",328349.9411,68.62%
series734,network32,Cable,10,M T W R F,1:00 PM,daytime,30,"916,973",332225,70.00%
series1231,network32,Cable,10,M T W R F,7:00 AM,earlymorning,30,"916,724",270062.0422,57.40%
series506,network18,Broadcast,20,M T W R F,7:00 AM,earlymorning,120,"915,258",639199.4078,31.97%
series824,network11,Cable,3,W F,8:00 PM,prime,150,"912,649",535305.25,21.62%
series494,network17,Cable,20,M T W R F,4:30 PM,earlyfringe,30,"905,701",257736.4264,56.08%
series1062,network11,Cable,23,M T W R F S,5:00 AM,overnight,60,"903,904",428119.0867,46.58%
series1353,network37,Broadcast,28,M T W R F S U,7:00 PM,primeaccess,30,"903,098",171748.5222,56.62%
series1174,network26,Cable,20,M T W R F,10:30 AM,daytime,30,"900,211",317660,69.00%
series941,network34,Cable,20,M T W R F,3:00 AM,overnight,60,"891,722",548430.2094,59.97%
series1161,network13,Broadcast,3,M,9:00 PM,prime,60,"891,058",391351.7208,42.12%
series923,network32,Cable,6,S U,12:00 PM,daytime,30,"890,630",305373,66.00%
series752,network4,Broadcast,2,M,9:30 PM,prime,30,"890,245",290514.1658,61.59%
series294,network5,Broadcast,2,M W,9:31 PM,prime,29,"889,563",246191.3844,54.36%
series387,network4,Broadcast,20,M T W R F,7:30 PM,primeaccess,30,"886,923",255562.4739,55.21%
series1304,network68,Cable,24,M T W R F S,7:00 PM,primeaccess,60,"886,690",519123.1056,55.00%
series892,network13,Broadcast,4,R,9:30 PM,prime,30,"885,236",261008.9633,56.96%
series1399,network13,Broadcast,2,F,8:00 PM,prime,60,"883,958",431823.2644,46.61%
series1059,network32,Cable,6,S U,12:30 PM,daytime,30,"881,535",291912,64.00%
series381,network26,Cable,15,M T W R F,2:30 PM,daytime,30,"881,474",300495,67.00%
series306,network22,Cable,10,T W R F,12:00 AM,latefringe,60,"879,966",481022.3522,52.88%
series837,network22,Cable,7,W R S U,5:00 PM,earlyfringe,60,"878,776",458477.0578,50.18%
series1334,network26,Cable,12,M T W R,6:30 PM,earlyfringe,30,"878,351",265797.9281,58.59%
series416,network21,Cable,8,M R,10:00 PM,prime,30,"878,028",234957.8581,51.78%
series172,network26,Cable,20,M T W R F,7:30 AM,earlymorning,30,"877,227",285754.2808,63.70%
series1059,network32,Cable,5,S U,4:30 PM,earlyfringe,30,"876,155",305081.3939,66.72%
series116,network11,Cable,15,M T W R F,5:00 PM,earlyfringe,30,"874,230",246965.8436,55.21%
series1353,network4,Broadcast,3,M S,9:00 PM,prime,30,"874,015",276225.9397,60.01%
series1274,network33,Cable,20,M T W R F,8:00 AM,earlymorning,29.7,"872,434",254671.7361,57.59%
series484,network32,Cable,15,M T W R F,1:30 AM,latefringe,30,"871,376",334122.0892,75.03%
series819,network18,Broadcast,1,S,7:00 PM,primeaccess,273,"868,263",997277.7944,21.93%
series621,network49,Cable,24,M T W R F U,7:00 PM,primeaccess,60,"862,038",267135.0678,30.28%
series136,network26,Cable,20,M T W R F,7:00 AM,earlymorning,30,"857,609",276114.9456,63.06%
series587,network32,Cable,6,M T W R F S,12:00 PM,daytime,30,"856,355",304395,68.00%
series568,network26,Cable,20,M T W R F,8:30 AM,earlymorning,30,"856,225",285280.1506,65.31%
series266,network36,Cable,4,S,10:00 AM,daytime,180,"856,030",519864,19.00%
series1059,network32,Cable,6,M T W R F U,11:00 AM,daytime,30,"849,225",305718,69.00%
series211,network5,Broadcast,2,U,10:01 PM,prime,59,"837,099",430401.6472,48.99%
series1059,network32,Cable,5,S U,4:00 PM,earlyfringe,30,"833,639",285452.2325,65.73%
series681,network22,Cable,8,T R U,6:00 PM,earlyfringe,60,"832,275",404735.9633,47.00%
series728,network21,Cable,25,M T W R F S U,6:30 AM,earlymorning,30,"829,896",265553.6342,62.60%
series819,network18,Broadcast,1,U,12:00 PM,daytime,309,"828,762",1245357.55,26.00%
series471,network18,Broadcast,4,F,9:00 PM,prime,60,"828,510",329578.7728,38.29%
series394,network28,Cable,11,R F S U,11:00 PM,latefringe,30,"826,431",243112.8386,56.82%
series71,network28,Cable,19,M T W F S U,7:30 PM,primeaccess,30,"825,596",242714.4083,57.39%
series20,network11,Cable,3,M T U,7:00 PM,primeaccess,120,"825,433",504620.4886,28.20%
series728,network21,Cable,26,M T W R F S U,6:00 AM,earlymorning,30,"825,389",253138.785,60.07%
series416,network21,Cable,8,M R,10:30 PM,prime,30,"823,596",242938.4014,57.16%
series916,network26,Cable,15,M T W R F,3:00 PM,daytime,30,"822,663",260160,62.00%
series363,network32,Cable,10,M T W R F,12:00 PM,daytime,30,"822,164",322370,76.00%
series348,network41,Broadcast,16,M T W R,7:00 AM,earlymorning,180,"820,665",560093.4967,20.64%
series196,network18,Broadcast,1,R,9:01 PM,prime,59,"818,982",303184.0914,35.01%
series1440,network59,Cable,19,M T W R F,5:30 PM,earlyfringe,30,"818,287",247778.7317,58.78%
series894,network30,Cable,5,M R,8:00 PM,prime,30,"816,925",226825.8931,54.10%
series410,network4,Broadcast,4,U,10:30 AM,daytime,30,"814,142",271382,64.00%
series1181,network26,Cable,14,M T W R F,3:30 PM,daytime,30,"812,473",245840,59.00%
series486,network34,Cable,7,S U,10:00 PM,prime,60,"811,779",312700.8472,36.96%
series363,network32,Cable,10,M T W R F,12:30 PM,daytime,30,"811,339",313080,75.00%
series660,network26,Cable,24,M T W R F U,5:30 AM,overnight,30,"807,588",280266.6356,68.15%
series1274,network33,Cable,16,M T W R,7:30 PM,primeaccess,29.875,"799,530",213190.5461,52.43%
series355,network17,Cable,8,M F,9:30 PM,prime,30,"799,393",214207.8586,52.30%
series824,network5,Broadcast,2,U,1:00 PM,daytime,150,"797,004",565075,26.00%
series417,network32,Cable,17,M T W R F S U,5:30 AM,overnight,30,"796,631",279512.1858,68.63%
series632,network4,Broadcast,23,M T W R F S,7:30 PM,primeaccess,30,"796,618",163763.4521,66.85%
series1055,network34,Cable,20,M T W R F,4:00 AM,overnight,60,"792,754",428074.9172,52.65%
series905,network36,Cable,28,M T W R F S U,3:00 AM,overnight,60,"791,930",399874.77,49.85%
series819,network18,Broadcast,1,U,12:30 PM,daytime,313,"790,848",1140952.817,24.00%
series728,network21,Cable,27,M T W R F S U,5:30 AM,overnight,30,"787,451",243405.2664,60.69%
series1223,network34,Cable,16,M T W R,5:00 AM,overnight,60,"786,940",362216.4353,44.36%
series65,network26,Cable,9,M T W R F U,4:30 PM,earlyfringe,30,"784,822",245403.1597,60.44%
series1353,network42,Cable,11,T W F,6:30 PM,earlyfringe,30,"784,541",224827.8453,56.04%
series248,network1,Cable,20,M T W R F,8:00 AM,earlymorning,60,"783,835",356874.365,44.09%
series417,network32,Cable,17,M T W R F S U,5:00 AM,overnight,30,"782,586",271966.9,68.02%
series495,network4,Broadcast,1,F,9:00 PM,prime,120,"776,891",605892.7908,34.86%
series369,network59,Cable,20,M T W R F,7:30 PM,primeaccess,30,"776,754",212702.4797,53.40%
series1107,network32,Cable,9,M T W R F,1:30 PM,daytime,30,"775,402",292473,73.00%
series308,network4,Broadcast,2,F S,8:00 PM,prime,60,"770,227",372236.3269,45.83%
series759,network13,Broadcast,2,W,9:00 PM,prime,60,"770,072",305990.0292,38.04%
series660,network26,Cable,23,M T W R F U,5:00 AM,overnight,30,"769,634",265097.5017,67.74%
series469,network13,Broadcast,2,F,8:00 PM,prime,60,"767,418",336629.3031,41.68%
series264,network47,Cable,24,M T W R S U,7:00 AM,earlymorning,120,"764,161",392962.8539,25.00%
series416,network21,Cable,7,M F S,8:30 PM,prime,30,"760,293",208602.9775,53.16%
series1067,network26,Cable,15,M T W R F,12:45 AM,latefringe,15,"755,698",168229.1572,87.40%
series935,network18,Broadcast,4,T,9:01 PM,prime,30,"754,801",204973.1667,52.29%
series573,network6,Cable,8,M F,9:30 PM,prime,30,"751,914",210972.5697,54.73%
series1424,network15,Cable,4,F,8:00 PM,prime,120,"749,404",568094.8117,34.90%
series894,network25,Cable,14,T W R F,7:30 PM,primeaccess,30,"749,033",215034.9281,56.55%
series1099,network32,Cable,4,S U,10:00 AM,daytime,30,"748,289",266916,68.00%
series1171,network48,Cable,16,M T W R S,7:00 PM,primeaccess,60,"743,440",317589.6189,41.70%
series837,network22,Cable,7,W R S U,4:00 PM,earlyfringe,60,"743,252",391745.1556,50.81%
series126,network30,Cable,4,U,9:00 PM,prime,60,"743,102",410173.1303,52.48%
series416,network21,Cable,7,M F S,8:00 PM,prime,30,"742,713",180530.9864,47.30%
series369,network59,Cable,20,M T W R F,7:00 PM,primeaccess,30,"742,495",201160.2325,52.92%
series681,network13,Broadcast,2,W,9:00 PM,prime,60,"738,084",313982.4419,40.65%
series1192,network4,Broadcast,23,M T W R F S,7:30 PM,primeaccess,30,"737,417",194401.7381,51.03%
series903,network33,Cable,23,M T W R F S U,7:00 AM,earlymorning,30,"736,872",200666.0483,53.36%
series1439,network33,Cable,20,M T W R F,7:30 AM,earlymorning,29.7,"734,252",210458.7408,56.62%
series1099,network32,Cable,4,S U,10:30 AM,daytime,30,"732,419",263068,69.00%
series454,network18,Broadcast,24,M T W R F S,7:00 AM,earlymorning,120,"730,631",506932.9881,31.38%
series761,network18,Broadcast,1,R,9:00 PM,prime,60,"726,412",328682.4869,41.82%
series956,network26,Cable,16,M T W F,3:30 AM,overnight,15,"721,673",154394.6086,84.01%
series1062,network11,Cable,3,U,10:00 AM,daytime,150,"719,944",399930,21.00%
series1348,network13,Broadcast,8,S U,10:00 AM,daytime,30,"719,284",226736,61.00%
series355,network17,Cable,8,M F,9:00 PM,prime,30,"717,868",177965.5508,48.54%
series728,network21,Cable,27,M T W R F S U,5:00 AM,overnight,30,"712,889",213050.5136,58.88%
series1143,network9,Cable,13,M T W R,11:31 PM,latefringe,30,"712,118",224228.7925,61.37%
series18,network1,Cable,1,U,9:47 PM,prime,169,"710,733",709487.3447,30.14%
series959,network11,Cable,15,M T W R F,4:30 PM,earlyfringe,30,"709,280",189843.1381,52.58%
series700,network41,Broadcast,15,M T W R F,7:00 PM,primeaccess,60,"704,646",357612.2525,46.52%
series587,network32,Cable,5,M T R F S,12:30 PM,daytime,30,"699,823",248015,68.00%
series195,network28,Cable,13,M T W R F,4:00 PM,earlyfringe,60.23076923,"699,487",379118.8647,52.50%
series1353,network42,Cable,8,R S,9:30 PM,prime,30,"696,982",200807.2631,56.02%
series677,network1,Cable,8,S U,9:00 AM,daytime,60,"696,749",364880,50.00%
series243,network4,Broadcast,4,U,6:00 PM,earlyfringe,30,"695,588",204113.1206,56.59%
series869,network5,Broadcast,2,W,10:00 PM,prime,60,"690,701",318570.7539,43.75%
series1377,network32,Cable,4,T R,4:00 PM,earlyfringe,30,"690,374",212493.6061,59.35%
series874,network30,Cable,4,T,9:00 PM,prime,60,"683,569",310517.4461,43.50%
series92,network34,Cable,4,U,12:00 PM,daytime,120,"681,605",445224,31.00%
series1067,network26,Cable,15,M T W R F,1:00 AM,latefringe,15,"678,759",149713.5275,86.71%
series387,network4,Broadcast,20,M T W R F,7:00 PM,primeaccess,30,"672,490",193986.4125,55.90%
series1337,network18,Broadcast,4,T,9:31 PM,prime,29,"669,307",160186.8378,48.08%
series587,network32,Cable,3,F S,8:00 PM,prime,30,"667,000",249551.0597,69.84%
series451,network34,Cable,4,S,9:00 AM,daytime,60,"665,715",322624,46.00%
series805,network32,Cable,7,M T W R F S U,11:00 PM,latefringe,30,"662,897",220279.1789,64.34%
series7,network5,Broadcast,28,M T W R F S U,6:00 AM,earlymorning,60,"659,588",322276.9331,44.70%
series387,network13,Broadcast,20,M T W R F,7:00 PM,primeaccess,30,"659,415",208326.8694,60.38%
series894,network30,Cable,5,M R,12:01 AM,latefringe,30,"655,600",218276.9983,64.64%
series18,network1,Cable,1,M,9:39 PM,prime,173,"654,384",606365.0653,27.19%
series610,network4,Broadcast,22,M T W R F S,7:00 PM,primeaccess,30,"653,887",205317.1461,60.05%
series1377,network32,Cable,5,M W R F S,2:30 PM,daytime,30,"653,241",212972.5,63.00%
series1062,network11,Cable,4,M W F S,12:00 AM,latefringe,60,"653,071",260066.8856,38.02%
series17,network11,Cable,2,R F,8:00 PM,prime,180,"652,774",411575.355,19.67%
series369,network59,Cable,28,M T W R F S U,8:30 AM,earlymorning,30,"651,450",192896.0494,57.99%
series369,network59,Cable,28,M T W R F S U,8:00 AM,earlymorning,30,"649,934",183164.6753,55.09%
series16,network5,Broadcast,1,F,9:00 PM,prime,120,"648,748",413415.2056,29.45%
series18,network5,Broadcast,1,U,1:00 PM,daytime,150,"647,563",530975,29.00%
series675,network4,Broadcast,2,R F,11:50 PM,latefringe,62,"647,147",373766.4406,53.62%
series173,network4,Broadcast,1,U,9:00 PM,prime,120,"647,140",528691.6361,37.47%
series1353,network42,Cable,8,R S,9:00 PM,prime,30,"646,302",167498.9872,50.59%
series1353,network42,Cable,11,T W F,6:00 PM,earlyfringe,30,"642,320",163112.7069,49.89%
series956,network26,Cable,16,M T W F,3:45 AM,overnight,15,"642,080",142480.3583,87.28%
series90,network18,Broadcast,2,S,9:00 PM,prime,60,"640,302",293381.0919,43.42%
series65,network26,Cable,7,M T W R F U,5:00 PM,earlyfringe,30,"639,859",207738.3206,62.55%
series196,network1,Cable,6,M W,9:00 PM,prime,60,"638,676",317648.0636,47.42%
series109,network26,Cable,15,M T W R F,1:15 AM,latefringe,15,"636,809",141901.5375,87.65%
series1007,network26,Cable,19,M T W R F,4:00 AM,overnight,15,"636,561",134957.9933,83.61%
series1118,network28,Cable,12,M T W R F S U,4:00 PM,earlyfringe,30.25,"636,292",201492.0592,61.29%
series459,network18,Broadcast,4,U,10:00 AM,daytime,60,"632,404",275640,42.00%
series505,network18,Broadcast,20,M T W R F,6:00 AM,earlymorning,60,"629,515",281809.5553,41.52%
series301,network48,Cable,7,F U,9:00 PM,prime,60,"628,976",314794.6369,47.85%
series677,network1,Cable,8,S U,8:00 AM,earlymorning,60,"628,080",324007.3467,49.27%
series297,network26,Cable,9,M T W R F,4:00 PM,earlyfringe,30,"626,236",190222.8681,59.28%
series272,network1,Cable,14,M T W R,3:00 AM,overnight,60,"625,073",372450.8894,58.14%
series18,network1,Cable,1,T,7:00 PM,primeaccess,167,"620,957",480277.9461,24.48%
series345,network6,Cable,8,S U,6:00 PM,earlyfringe,30,"620,752",191227.7128,60.37%
series901,network4,Broadcast,1,U,3:15 PM,daytime,195,"619,051",509024.75,23.00%
series1141,network18,Broadcast,3,U,9:30 PM,prime,30,"618,538",168291.0675,52.05%
series143,network11,Cable,9,M T R F S,12:00 AM,latefringe,30,"617,607",170583.355,54.10%
series30,network13,Broadcast,3,R,10:00 PM,prime,30,"617,593",177714.1942,55.71%
series18,network11,Cable,1,F,9:30 PM,prime,150,"614,828",485594.5897,27.78%
series86,network30,Cable,4,M,7:00 PM,primeaccess,60,"612,823",235516.9525,37.46%
series587,network32,Cable,4,S U,1:00 PM,daytime,30,"610,719",203218,64.00%
series1059,network32,Cable,5,M T W R F,7:00 AM,earlymorning,30,"609,509",181700.9886,57.69%
series1062,network11,Cable,13,M T R F S,3:00 AM,overnight,60,"609,149",326360.3525,52.64%
series18,network1,Cable,1,U,7:09 PM,primeaccess,158,"608,692",480105.2103,26.75%
series394,network28,Cable,8,S U,11:30 PM,latefringe,30,"607,748",198772.1622,63.18%
series397,network13,Broadcast,20,M T W R F,7:00 PM,primeaccess,30,"607,724",162625.9739,51.91%
series1150,network9,Cable,16,T W R F,7:00 PM,primeaccess,30.0625,"606,895",170856.3653,55.25%
series177,network32,Cable,5,M T W R S,2:00 PM,daytime,30,"606,435",207297.5,66.00%
series18,network1,Cable,1,W,10:45 PM,prime,164,"606,047",568847.7531,29.39%
series301,network48,Cable,7,F U,8:00 PM,prime,60,"606,046",287361.2128,45.67%
series886,network4,Broadcast,19,M T W R F,1:37 AM,latefringe,30,"604,354",264305.1428,85.46%
series681,network22,Cable,20,M T W R U,4:00 AM,overnight,60,"603,907",346480.0239,56.22%
series451,network34,Cable,4,S,8:00 AM,earlymorning,60,"603,876",283018.6422,44.23%
series805,network32,Cable,7,M T W R F S U,11:30 PM,latefringe,30,"600,572",208601.2492,67.31%
series1062,network11,Cable,3,S,10:00 AM,daytime,120,"598,025",316512,25.00%
series18,network1,Cable,1,T,9:47 PM,prime,158,"597,864",464376.86,25.58%
series347,network2,Cable,20,M T W R F,7:00 PM,primeaccess,30,"595,782",161789.0875,53.66%
series894,network25,Cable,14,T W R F,7:00 PM,primeaccess,30,"594,374",146760.2225,48.78%
series143,network11,Cable,4,R U,7:00 PM,primeaccess,60,"594,268",198696.1461,32.33%
series1217,network32,Cable,13,M T W R F,4:00 AM,overnight,30,"593,335",205687.4325,67.87%
series796,network6,Cable,7,T R,8:00 PM,prime,30,"591,936",166027.7611,54.95%
series344,network6,Cable,12,T R S,2:30 PM,daytime,30,"591,145",192486,64.00%
series930,network6,Cable,7,M W,8:30 PM,prime,30,"590,426",176304.0769,58.32%
series536,network13,Broadcast,2,S,8:00 PM,prime,60,"590,284",275070.7164,44.65%
series778,network30,Cable,4,R U,10:00 PM,prime,30,"588,307",163821.1758,53.57%
